관측일자,관측소한글명,관측소영문명,수온,염분,용존산소,기상청 데이터 유무
2024-03_20,완도 가교,WANDO GAGYO,10.9,,11.5,
2024-03_20,완도 가교,WANDO GAGYO,10.8,,,
2024-03_20,완도 백도,WANDO BAEKDO,11.4,,12,
2024-03_20,완도 백도,WANDO BAEKDO,11.4,,,
2024-03_20,완도 동백,WANDO DONGBAEK,11.9,,12.6,
2024-03_16,완도 동백,WANDO DONGBAEK,11.3,,,
2024-02_15,고성 봉포,Goseong Bongpo,4.3,,,
2024-02_15,고성 봉포,Goseong Bongpo,4.4,,,
2024-01_19,완도 망남,WANDO MANGNAM,10.8,,,
2023-11_08,고리,GORI,15.3,33.091,,
2023-11_01,덕천,DUCCHEN,20.9,33.029,,
2023-11_01,나곡,NAGOK,19.1,33.041,,
2023-11_08,진하,JINHA,14.9,33.087,,
2023-09_22,기장(한수원),GIJANG,25.3,,,
2023-11_01,온양,ONYANG,18.7,33.797,,
2024-03_20,완도 일정,WANDO ILJUNG,12.2,,,
2024-03_20,서산 창리,SEOSAN CHANGRI,7.5,32.6,14.4,
2024-03_20,서산 창리,SEOSAN CHANGRI,7.5,,,
2024-03_20,군산 신시도,Gunsan sinsido,7.8,,,
2024-03_20,완도 망남,WANDO MANGNAM,11.7,,12.4,
2024-03_20,부산 장안,Busan Jangan,14.5,,,Y
2024-03_20,울진 후포,Uljin Hupo,10.5,,,Y
2024-03_20,추자도,Chujado,13.2,,,Y
2024-03_20,군산 비안도,Gunsan Biando,7.5,,,Y
2024-03_20,보령 삽시도,Sapsido,7,,,Y
2024-03_20,맹골수도(기상청파고부이),,10.8,,,Y
2024-03_20,제주 우도,Jeju Udo,14.7,,,Y
2024-03_20,제주 협재,Jeju Hyupjae,13,,,Y
2024-03_20,혈암(기상청파고부이),,11.5,,,Y
2024-03_20,구암(기상청파고부이),,11,,,Y
2024-03_20,태안 신진도,Sinjindo,5.9,,,Y
2024-03_20,진도 불도,Jindo Buldo,10.4,,,Y
2024-03_20,통영 두미도,Tongyeong Doomido,11,,,Y
2024-03_20,신안 자은,Sinan Jaeun,0,,,Y
2024-03_20,독도(기상청파고부이),,10,,,Y
2024-03_20,연곡(기상청파고부이),,9.3,,,Y
2024-03_20,거제 해금강,Tongyeong Haegeumgang,12.6,,,Y
2024-03_20,청산도(기상청파고부이),,11,,,Y
2024-03_20,제주 용담,Jeju Yongdam,15.2,,,Y
2024-03_20,제주 중문,Jeju Jungmun,15.5,,,Y
2024-03_20,오륙도(기상청파고부이),,13.3,,,Y
2024-03_20,부산 다대포,Busan Dadaepo,11.4,,,Y
2024-03_20,인천 이작도,Ijakdo,5.1,,,Y
2024-03_20,울릉읍(기상청파고부이),,11.7,,,Y
2024-03_20,여수 금오도,yeosu Keunodo,12.5,,,Y
2024-03_20,통영 한산도,Tongyeong Hansando,12,,,Y
2021-08_20,안산 풍도,Pyungdo,28.4,,,Y
2024-03_20,토성(기상청파고부이),,7,,,Y
2024-03_20,인천 자월도,Jaweoldo,5.7,,,Y
2024-03_20,서천 마량,Seocheon Maryang,6.7,,,Y
2024-03_20,군산 횡경도,Gunsan Hoengkyungdo,7.6,,,Y
2024-03_20,영광 안마도,Yeongkwang Anmado,7.1,,,Y
2024-03_20,제주 가파도,Jeju Gapado,15.4,,,Y
2024-03_20,고흥 부아도,Goheung Buado,11.7,,,Y
2024-03_20,울산 간절곶,Ulsan Ganjeolgop,12.1,,,Y
2024-03_20,통영 소매물도,Tongyeong Somaemuldo,12.3,,,Y
2024-03_20,태안 내포,Naepo,7.9,,,Y
2024-03_20,태안 안면도,Anmyeondo,7.7,,,Y
2024-03_20,대치마도(기상청파고부이),,8.1,,,Y
2024-03_20,포항 월포,Pohang Wolpo,11.5,,,Y
2024-03_20,영광 낙월,Yeongkwang Nakweol,8.2,,,Y
2024-03_20,제주 신산,Jeju Sinsan,15,,,Y
2024-03_20,부안 변산,Buan Byunsan,6.8,,,Y
2024-03_20,남해 상주,Namhae Sangju,10.9,,,Y
2024-03_20,통영 연화도,Tongyeong Yeonhwado,11.3,,,Y
2024-03_20,진도 조도,Jindo Jodo,10.7,,,Y
2024-03_20,사량도(기상청파고부이),,10.9,,,Y
2024-03_20,진도 불무도,Jindo Bulmudo,10.4,,,Y
2024-03_20,제주 영락,Jeju Youngrak,15.4,,,Y
2024-03_20,진해 잠도,Jinhae Jamdo,10.5,,,Y
2024-03_20,삼척(기상청파고부이),,9.2,,,Y
2024-03_20,부안 위도,Buan Wido,7.2,,,Y
2024-03_20,나로도(기상청파고부이),,10.4,,,Y
2024-03_20,인천 장봉도,Jangbongdo,5.9,,,Y
2024-03_20,노화도(기상청파고부이),,10.5,,,Y
2024-03_20,제주 김녕,Jeju Gimnyung,14.9,,,Y
2024-03_20,초도(기상청파고부이),,13.9,,,Y
2024-03_20,고흥 소록도,Goheung Sorokdo,11,33.62,9.76,
2024-03_20,통영 수월,Tongyeong Suwol,12.1,32.7,11.3,
2023-11_20,신안 어의,,,,,
2023-11_20,신안 어의,,,,,
2023-11_20,신안 어의,,8.8,,,
2024-03_20,신안 흑산,,,,,
2024-03_20,신안 흑산,,,,,
2024-03_20,신안 흑산,,10.1,,,
2024-03_20,신안 하의,,,,,
2024-03_20,신안 하의,,,,,
2024-03_20,신안 하의,,9.4,,,
2024-03_20,신안 안좌,,,,,
2024-03_20,신안 안좌,,,,,
2024-03_20,신안 안좌,,9.6,,,
2024-03_20,목포 외달,,9.5,,,
2024-03_20,목포 외달,,,,,
2024-03_20,목포 외달,,,,,
2024-03_20,무안 성내,,9.6,,,
2024-03_20,무안 성내,,,,,
2024-03_20,무안 성내,,,,,
2024-03_20,함평 석두,,10.6,,,
2024-03_20,함평 석두,,,,,
2024-03_20,함평 석두,,,,,
2024-03_20,태안 파도리,taean padori,6.3,,,
2024-03_20,태안 파도리,taean padori,6.3,,11.9,
2024-03_20,태안 대야도,taean daeyado,7.7,,,
2024-03_20,태안 대야도,taean daeyado,7.5,,,
2024-03_20,해남 송호,,10.4,,,
2024-03_20,완도 군외,,11.5,,,
2024-03_20,완도 미라,,11.8,,,
2024-03_20,고흥 화도,,11.1,,,
2024-03_20,고흥 장수,,10.6,,,
2024-03_20,신안다수,shinan dasu,10,,,
2024-03_20,강진 마량,gangjin maryang,11.2,,,
2024-03_20,장흥 내저,jangheung naejeo,11.2,,,
2024-03_20,장흥 내저,jangheung naejeo,,,,
2024-03_20,장흥 내저,jangheung naejeo,,,,
2024-03_20,강진 마량,gangjin maryang,,,,
2024-03_20,강진 마량,gangjin maryang,,,,
2024-03_20,신안 다수,shinan dasu,,,,
2024-03_20,신안 다수,shinan dasu,,,,
2024-03_20,신안 다물도,shinan damuldo,9.8,,,
2024-03_20,해남 어란,haenam eoran,10.2,,,
2024-03_20,해남 상마,haenam sangma,9.7,,,
2024-03_20,완도 동촌,wando dongchon,12,,,
2024-03_20,신안 사치,Shinan sachi,9,,,
2024-03_20,진도 가사,Jindo gasa,10.1,,,
2024-03_20,완도 고마,Wando goma,11,,,
2024-03_20,여수 신월2 ,YEOSOOSINWOL2,11.1,,,
2024-03_20,진도 회동,jindo heodong,10.2,,,
2024-03_20,보성 동율,BOSEONG DONGYUL,10.2,,,
2024-03_20,장흥 노력,JANGHEUNG NORYUK,11.6,,,
2024-03_20,진도 저도,JINDO JEODO,10.2,,,
2024-03_20,무안 도리포,MUAN DORIPO,8.8,,,
2024-03_20,장흥 사촌,JANGHEUNG SACHON,10.4,,,
2024-03_20,여수 제도,YEOSOO JEDO,11.8,,,
2023-11_16,영광 염산,YEONGGWANG YEOMSAN,13.1,,,
2024-03_20,진도 도목,JINDO DOMOK,11.1,,,
2024-03_20,고흥 신촌,GOHEUNG SINCHON,11.4,,,
2024-03_20,고흥 연소,GOHEUNG YEONSO,11.4,,,
2024-03_20,고흥 동촌,GOHEUNG DONGCHON,11.4,,,
2024-03_20,여수 군내 ,YEOSOO GUNNAE,12,,,
2024-03_20,여수 대율,YEOSOO DAEYUL,11.7,,,
2024-03_20,여수 송고,YEOSOO SONGGO,12.7,,,
2024-03_20,신안 읍동,shinan eupdong,11.2,,,
2024-03_20,신안 대리,shinan daeri,10,,,
2024-03_20,해남 문내,haenam munnae,10,,,
2024-03_20,진도 금갑,jindo geumgap,9.7,,,
2024-03_20,해남 황산,haenam hwangsan,9.8,,,
2024-03_20,해남 북일,haenam bukil,11.1,,,
2024-03_20,완도 방축,wando bangchuk,11.3,,,
2024-03_20,완도 예송,wando yesong,11.9,,,
2024-03_20,완도 중도,wando jungdo,11.5,,,
2024-03_20,완도 신흥,wando sinheung,12.2,,,
2024-03_20,강진 사초,gangjin sacho,10.8,,,
2024-03_20,장흥 이진목,jangheung ijinmok,11.3,,,
2024-01_12,보성 율포,boseong yulpo,7,,,
2024-03_20,신안 사리,shinan sari,10.1,,,
2024-03_20,신안 도초,shinan docho,9.6,,,
2024-03_20,보성 해평,boseong haepyong,10.4,,,
2024-03_20,여수 항대,yeosoo hangdaeboseong haepyong,11.5,,,
2021-07_22,해남 화산,Haenam Hwasan,4,,,
2024-03_20,통영 비산도,Tongyeong Bisando,12,,,
2024-03_20,무안 서북,MUAN SEOBUK,9,,,
2024-03_20,신안 마리,SHINAN MARI,9.7,,,
2024-03_20,신안 송공,SHINAN SONGGONG,9,,,
2022-12_23,신안 전증,SHINAN JEONJEUNG,5,,,
2024-03_20,해남 궁항,HAENAM GOONGHANG,10,,,
2022-09_06,완도 내리,WANDO NAERI,0,,,
2024-03_20,완도 송곡,WANDO SONGGOK,11.7,,,
2024-03_20,완도 횡간,WANDO HOENGGAN,11.4,,,
2024-03_20,진도 모도,JINDO MODO,10.7,,,
2024-03_20,진도 신전,JINDO SHINJEON,11.2,,,
2024-03_20,해남 송지,HAENAM SONGJI,10.7,,,
2024-03_20,해남 옥동,HAENAM OKDONG,9.5,,,
2024-03_20,고흥 금산,GOHEUNG KEUMSAN,11.5,,,
2024-03_20,고흥 남열,GOHEUNG NAMYEOL,10,,,
2023-12_29,고흥 영남,GOHEUNG YOUNGNAM,8.1,,,
2024-03_20,고흥 익금,GOHEUNG IKKEUM,11,,,
2024-03_20,고흥 지죽,GOHEUNG JIJUK,11.7,,,
2024-03_20,여수 나진,YEOSOO NAJIN,10.3,,,
2022-09_06,여수 대소여,YEOSOO DAESOYEO,23.9,,,
2024-03_20,여수 덕촌,YEOSOO DEOKCHON,13.7,,,
2024-03_20,여수 화산,YEOSOO HWASAN,11.8,,,
2024-03_20,여수 나발,YEOSOO NABAL,12.6,,,
2024-03_20,완도 가학,WANDO GAHAK,11.8,,,
2024-03_20,여수 봉전,YEOSOO BONGJEON,9.9,,,
2024-03_20,여수 사곡,YEOSOO SAGOK,10.3,,,
2024-03_20,여수 여자,YEOSOO YEOJA,10.4,,,
2022-11_04,신안 옥도,,,,,
2024-03_14,구룡포 석병,,11.1,,,
2022-11_04,죽변(기상청파고부이),,,,,
2024-03_20,신안 반월,SHINAN BANWOL,9.8,,,
2024-03_20,신안 장산,SHINAN JANGSAN,9.7,,,
2024-03_20,진도 옥도,JINDO OKDO,11.1,,,
2024-03_20,진도 구자,JINDO GUJA,9.1,,,
2024-03_20,완도 당목,WANDO DANGMOK,12.1,,,
2024-03_20,완도 모동,WANDO MODONG,11.8,,,
2024-03_20,완도 양지,WANDO YANGJI,11.5,,,
2024-03_20,완도 당인,WANDO DANGIN,10.8,,,
2024-03_20,완도 회룡,WANDO HOERYONG,11.4,,,
2024-03_20,완도 덕동,WANDO DEOKDONG,11.3,,,
2024-03_20,고흥 염포,GOHEUNG YEOMPO,10.7,,,
2024-03_20,고흥 비사도,GOHEUNG BISADO,10.7,,,
2024-03_20,고흥 시산,GOHEUNG SISAN,11.2,,,
2024-03_20,고흥 월정,GOHEUNG WOLJUNG,10.3,,,
2024-03_20,고흥 발포,GOHEUNG BALPO,10.7,,,
2024-03_20,고흥 월하,GOHEUNG WOLHA,10.3,,,
2024-03_20,여수 돌산,NAMHAE DOLSAN,11.7,,,
2024-03_20,여수 중앙,YEOSOO JOONGANG,10.7,,,
2024-03_20,여수 월호,YEOSOO WOLHO,11.9,,,
2024-03_20,여수 백야,YEOSOO BAEKYA,11.4,,,
2024-03_20,해남 남성,HAENAM NAMSUNG,10.6,,,
2024-03_20,해남 삼정,HAENAM SAMJUNG,9.6,,,
2024-03_20,고성 가진,GOSUNG GAJIN,6.7,,,
2024-03_20,고성 가진,GOSUNG GAJIN,6.7,,,
2024-03_20,고성 가진,GOSUNG GAJIN,6.6,,,
